Service_pk,Question,SQLQuery
CT_VDS_DT_DV_TH_HEALTHCARE,"Tính đến ngày 20/06/2024, Doanh thu dịch vụ Thu hộ y tế tăng trưởng tháng bao nhiêu % so với 20/06/2023",Select SPQY_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TH_HEALTHCARE' and PARTITION_DATE = '20240620'
CT_VDS_DT_DV_TH_EDUCATION,Doanh thu dịch vụ Thu hộ Giáo dục tháng 06/2024 của VDS,"SELECT MONTH_VALUE, SPM_PERCENT, SPMY_PERCENT,  PARTITION_DATE FROM CHATBOT_KTDL_TARGETS_REVENUE WHERE PARTITION_DATE = '20240630' AND SERVICE_PK = 'CT_VDS_DT_DV_TH_EDUCATION'"
CT_VDS_DT_DV_TH_WATER,Doanh thu dịch vụ Thu hộ nước tháng 06-2024,"SELECT MONTH_VALUE, SPM_PERCENT, SPMY_PERCENT,  PARTITION_DATE FROM CHATBOT_KTDL_TARGETS_REVENUE WHERE PARTITION_DATE = '20240630' AND SERVICE_PK = 'CT_VDS_DT_DV_TH_WATER'"
CT_VDS_DT_DV_TH_ECOMMERCE,Tỷ lệ chênh lệch lũy kế Doanh thu dịch vụ Thu hộ Thương mại điện tử quý 2 năm 2024 và quý trước đó,Select SPQ_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TH_ECOMMERCE' and PARTITION_DATE = '20240630'
CT_VDS_DT_DV_TH_HEALTHCARE,Doanh thu dịch vụ Thu hộ y tế năm 2024 tăng trưởng bao nhiêu so với năm trước,Select SPY_DELTA From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TH_HEALTHCARE' and PARTITION_DATE = '20241231'
CT_VDS_DT_DV_TOTAL,Doanh thu dịch vụ trung bình 1 ngày trong giai đoạn 10/06/2024 đến ngày 20/06/2024,Select sum(DAY_VALUE)/count(distinct PARTITION_DATE) From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TOTAL' AND PARTITION_DATE >= '20240610' and PARTITION_DATE <= '20240620'
CT_VDS_DT_DV_KHAC,Doanh thu dịch vụ khác năm 2024 tăng trưởng bao nhiêu so với năm trước,Select SPY_DELTA From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_KHAC' and PARTITION_DATE = '20241231'
CT_VDS_DT_DV_TH_TRAVELLING,Doanh thu dịch vụ Thu hộ Du lịch năm 2024 tăng trưởng bao nhiêu so với năm trước,Select SPY_DELTA From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TH_TRAVELLING' and PARTITION_DATE = '20241231'
CT_VDS_DT_DV_TT_BH_XS,Ngày 20/06/2024 Doanh thu dịch vụ Thu hộ Xổ số tăng trưởng bao nhiêu phần trăm so với ngày 19/06/2024,Select SPD_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TT_BH_XS' and PARTITION_DATE = '20240620'
CT_VDS_DT_DV_TH_ECOMMERCE,Doanh thu dịch vụ Thu hộ Thương mại điện tử năm 2023,"Select YEAR_VALUE, SPY_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TH_ECOMMERCE' and PARTITION_DATE = '20231231'"
CT_VDS_DT_TOTAL,"Tính đến ngày 20/06/2024, Tổng doanh thu tăng trưởng bao nhiêu so với cùng kỳ quý năm trước",Select SPQY_DELTA From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_TOTAL' and PARTITION_DATE = '20240620'
CT_VDS_DT_DV_KHAC,Chênh lệch lũy kế năm Doanh thu dịch vụ khác tính đến ngày 20/06/2024,Select SPY_DELTA From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_KHAC' and PARTITION_DATE = '20240620'
CT_VDS_DT_DV_TT,"Tính đến ngày 20/06/2024, Doanh thu dịch vụ Thanh toán tăng trưởng tháng bao nhiêu % so với cùng kỳ năm trước",Select SPMY_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TT' and PARTITION_DATE = '20240620'
CT_VDS_DT_DV_TCS,"Tháng 06/2024, Doanh thu dịch vụ Tài chính số tăng trưởng bao nhiêu so với tháng 05/2024",Select SPM_DELTA From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TCS' and PARTITION_DATE = '20240630'
CT_VDS_DT_DV_TH_TC_BH,Doanh thu dịch vụ Thu hộ tài chính & bảo hiểm lũy kế tháng đến ngày 20/06/2024,"SELECT MONTH_VALUE, SPM_PERCENT, SPMY_PERCENT,  PARTITION_DATE FROM CHATBOT_KTDL_TARGETS_REVENUE WHERE PARTITION_DATE = '20240620' AND SERVICE_PK = 'CT_VDS_DT_DV_TH_TC_BH'"
CT_VDS_DT_DV_TH_WATER,Doanh thu dịch vụ Thu hộ nước trung bình 1 ngày trong giai đoạn 10/06/2024 đến ngày 20/06/2024,Select sum(DAY_VALUE)/count(distinct PARTITION_DATE) From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TH_WATER' AND PARTITION_DATE >= '20240610' and PARTITION_DATE <= '20240620'
CT_VDS_DT_DV_CT,Top 5 ngày có Doanh thu dịch vụ Chuyển tiền lớn nhất trong tháng 06/2024,"Select PARTITION_DATE, DAY_VALUE,SPD_PERCENT, SPDM_PERCENT From (Select PARTITION_DATE,  DAY_VALUE, SPD_PERCENT, SPDM_PERCENT, row_number() over (order by DAY_VALUE DESC) as RANK From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_CT' and PARTITION_DATE >= '20240601' and PARTITION_DATE < '20240701') AS SUB where rank <= 5"
CT_VDS_DT_DV_TH_TRANSPORTATION,"Tháng 06/2024, Doanh thu dịch vụ Thu hộ giao thông  tăng trưởng bao nhiêu so với tháng 05/2024",Select SPM_DELTA From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TH_TRANSPORTATION' and PARTITION_DATE = '20240630'
CT_VDS_DT_TOTAL,Tổng doanh thu tháng 06-2024,"SELECT MONTH_VALUE, SPM_PERCENT, SPMY_PERCENT,  PARTITION_DATE FROM CHATBOT_KTDL_TARGETS_REVENUE WHERE PARTITION_DATE = '20240630' AND SERVICE_PK = 'CT_VDS_DT_TOTAL'"
CT_VDS_DT_DV_TH_ECOMMERCE,Quý 2 năm 2024 Doanh thu dịch vụ Thu hộ Thương mại điện tử tăng trưởng bao nhiêu so với quý 2 năm 2023,Select SPQY_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TH_ECOMMERCE' and PARTITION_DATE = '20240630'
CT_VDS_DT_DV_TOTAL,Tỷ lệ chênh lệch lũy kế Doanh thu dịch vụ quý 2 năm 2024 và quý trước đó,Select SPQ_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TOTAL' and PARTITION_DATE = '20240630'
CT_VDS_DT_DV_TH_WATER,Doanh thu dịch vụ Thu hộ nước lũy kế tháng đến ngày 20/06/2024,"SELECT MONTH_VALUE, SPM_PERCENT, SPMY_PERCENT,  PARTITION_DATE FROM CHATBOT_KTDL_TARGETS_REVENUE WHERE PARTITION_DATE = '20240620' AND SERVICE_PK = 'CT_VDS_DT_DV_TH_WATER'"
CT_VDS_DT_DV_TT_TH,"Tính đến ngày 20/06/2024, Doanh thu dịch vụ Thu hộ tăng trưởng tháng bao nhiêu % so với 20/06/2023",Select SPQY_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TT_TH' and PARTITION_DATE = '20240620'
CT_VDS_DT_DV_TT_BH_XS,Tỷ lệ chênh lệch Doanh thu dịch vụ Thu hộ Xổ số giữa ngày 20/06/2024 và ngày cùng kỳ tháng trước,Select SPDM_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TT_BH_XS' and PARTITION_DATE = '20240620'
CT_VDS_DT_DV_TH_TC_BH,Chênh lệch lũy kế giữa Doanh thu dịch vụ Thu hộ tài chính & bảo hiểm tháng 06/2024 và cùng kỳ năm trước đó,Select SPMY_DELTA From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TH_TC_BH' and PARTITION_DATE = '20240630'
CT_VDS_DT_DV_TH_TRAVELLING,"Tháng 06/2024, Doanh thu dịch vụ Thu hộ Du lịch tăng trưởng bao nhiêu % so với tháng 06/2023",Select SPMY_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TH_TRAVELLING' and PARTITION_DATE = '20240630'
CT_VDS_DT_DV_TH_WATER,Tỷ lệ chênh lệch Doanh thu dịch vụ Thu hộ nước giữa ngày 20/06/2024 và ngày cùng kỳ tháng trước,Select SPDM_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TH_WATER' and PARTITION_DATE = '20240620'
CT_VDS_DT_TOTAL,Dữ liệu Tổng doanh thu bắt đầu từ ngày đến ngày nào,"select min(PARTITION_DATE) as start_date, max(PARTITION_DATE) as end_date
from CHATBOT_KTDL_TARGETS_REVENUE where service_pk = 'CT_VDS_DT_TOTAL'"
CT_VDS_DT_DV_TH_WATER,"Tính đến ngày 20/06/2024, Doanh thu dịch vụ Thu hộ nước tăng trưởng bao nhiêu so với cùng kỳ quý trước",Select SPQ_DELTA From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TH_WATER' and PARTITION_DATE = '20240620'
CT_VDS_DT_DV_TH_TRAVELLING,Tháng có Doanh thu dịch vụ Thu hộ Du lịch lớn nhất trong năm 2024,"SELECT SUBSTR(PARTITION_DATE, 1, 6), MONTH_VALUE, SPM_PERCENT, SPMY_PERCENT FROM (SELECT PARTITION_DATE, MONTH_VALUE, SPM_PERCENT, SPMY_PERCENT, ROW_NUMBER() OVER (ORDER BY MONTH_VALUE DESC) AS rank FROM CHATBOT_KTDL_TARGETS_REVENUE WHERE SERVICE_PK = 'CT_VDS_DT_DV_TH_TRAVELLING' AND PARTITION_DATE = DATE_FORMAT(LAST_DAY(STR_TO_DATE(PARTITION_DATE, '%Y%m%d')), '%Y%m%d') AND PARTITION_DATE LIKE '2024%') AS ranked WHERE rank = 1;"
CT_VDS_DT_DV_TH_ECOMMERCE,Doanh thu dịch vụ Thu hộ Thương mại điện tử quý 2 năm 2024,"Select QUARTER_VALUE, SPQ_PERCENT, SPQY_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TH_ECOMMERCE' and PARTITION_DATE = '20240630'"
CT_VDS_DT_TOTAL,Ngày 20/06/2024 Tổng doanh thu tăng trưởng bao nhiêu phần trăm so với ngày 20/05/2024,Select SPDM_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_TOTAL' and PARTITION_DATE = '20240620'
CT_VDS_DT_DV_TH_TRANSPORTATION,"Tính đến ngày 20/06/2024, Doanh thu dịch vụ Thu hộ giao thông  tăng trưởng tháng bao nhiêu % so với cùng kỳ năm trước",Select SPMY_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TH_TRANSPORTATION' and PARTITION_DATE = '20240620'
CT_VDS_DT_DV_TT_BH_XS_VIETLOTT_SMS,Tỷ lệ chênh lệch lũy kế tháng giữa Doanh thu dịch vụ Thu hộ Vietlott SMS tháng 06/2024 và cùng kỳ năm trước đó,Select SPMY_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TT_BH_XS_VIETLOTT_SMS' and PARTITION_DATE = '20240630'
CT_VDS_DT_DV_CT,Ngày 20/06/2024 Doanh thu dịch vụ Chuyển tiền tăng trưởng bao nhiêu phần trăm so với ngày 19/06/2024,Select SPD_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_CT' and PARTITION_DATE = '20240620'
CT_VDS_DT_DV_TH_ELECTRIC,Tỷ lệ chênh lệch lũy kế tháng giữa Doanh thu dịch vụ Thu hộ điện tháng 06/2024 và cùng kỳ năm trước đó,Select SPMY_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TH_ELECTRIC' and PARTITION_DATE = '20240630'
CT_VDS_DT_DV_TH_ELECTRIC,Chênh lệch lũy kế năm Doanh thu dịch vụ Thu hộ điện tính đến ngày 20/06/2024,Select SPY_DELTA From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TH_ELECTRIC' and PARTITION_DATE = '20240620'
CT_VDS_DT_DV_CT,Doanh thu dịch vụ Chuyển tiền quý 2 năm 2024,"Select QUARTER_VALUE, SPQ_PERCENT, SPQY_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_CT' and PARTITION_DATE = '20240630'"
CT_VDS_DT_DV_TT_TH,Doanh thu dịch vụ Thu hộ lũy kế từ ngày 10/06/2024 đến ngày 20/06/2024,Select sum(DAY_VALUE) From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TT_TH' and PARTITION_DATE >= '20240610' and PARTITION_DATE <= '20240620'
CT_VDS_DT_DV_TH_WATER,"Tính đến ngày 20/06/2024, Doanh thu dịch vụ Thu hộ nước tăng trưởng tháng bao nhiêu so với cùng kỳ tháng trước",Select SPM_DELTA From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TH_WATER' and PARTITION_DATE = '20240620'
CT_VDS_DT_DV_TOTAL,Quý 2 năm 2024 Doanh thu dịch vụ tăng trưởng bao nhiêu so với quý 1 năm 2024,Select SPQ_DELTA From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TOTAL' and PARTITION_DATE = '20240630'
CT_VDS_DT_DV_TH_HEALTHCARE,Tháng có Doanh thu dịch vụ Thu hộ y tế lớn nhất trong năm 2024,"SELECT SUBSTR(PARTITION_DATE, 1, 6), MONTH_VALUE, SPM_PERCENT, SPMY_PERCENT FROM (SELECT PARTITION_DATE, MONTH_VALUE, SPM_PERCENT, SPMY_PERCENT, ROW_NUMBER() OVER (ORDER BY MONTH_VALUE DESC) AS rank FROM CHATBOT_KTDL_TARGETS_REVENUE WHERE SERVICE_PK = 'CT_VDS_DT_DV_TH_HEALTHCARE' AND PARTITION_DATE = DATE_FORMAT(LAST_DAY(STR_TO_DATE(PARTITION_DATE, '%Y%m%d')), '%Y%m%d') AND PARTITION_DATE LIKE '2024%') AS ranked WHERE rank = 1;"
CT_VDS_DT_DV_CT,Tỷ lệ chênh lệch Doanh thu dịch vụ Chuyển tiền giữa ngày 20/06/2024 và ngày trước đó,Select SPD_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_CT' and PARTITION_DATE = '20240620'
CT_VDS_DT_DV_TT_BH_XS,Ngày có Doanh thu dịch vụ Thu hộ Xổ số lớn nhất trong tháng 06/2024,"Select PARTITION_DATE, DAY_VALUE,SPD_PERCENT, SPDM_PERCENT From (Select PARTITION_DATE,  DAY_VALUE, SPD_PERCENT, SPDM_PERCENT, row_number() over (order by DAY_VALUE DESC) as RANK From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TT_BH_XS'and PARTITION_DATE >= '20240601' and PARTITION_DATE < '20240701') AS SUB where RANK = 1"
CT_VDS_DT_TOTAL,"Tháng 06/2024, Tổng doanh thu tăng trưởng bao nhiêu % so với tháng 06/2023",Select SPMY_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_TOTAL' and PARTITION_DATE = '20240630'
CT_VDS_DT_DV_CREDIT_SCORE,"Tính đến ngày 20/06/2024, Doanh thu dịch vụ Chấm điểm khách hàng tăng trưởng bao nhiêu % so với 20/03/2024",Select SPQ_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_CREDIT_SCORE' and PARTITION_DATE = '20240620'
CT_VDS_DT_SMS_BANKING,"Tính đến ngày 20/06/2024, Doanh thu dịch vụ SMS Banking tăng trưởng tháng bao nhiêu % so với cùng kỳ tháng trước",Select SPM_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_SMS_BANKING' and PARTITION_DATE = '20240620'
CT_VDS_DT_DV_CREDIT_SCORE,"Tháng 06/2024, Doanh thu dịch vụ Chấm điểm khách hàng tăng trưởng bao nhiêu so với tháng 06/2023",Select SPMY_DELTA From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_CREDIT_SCORE' and PARTITION_DATE = '20240630'
CT_VDS_DT_TOTAL,Lũy kế tháng Tổng doanh thu tính đến ngày 20/06/2024,"SELECT MONTH_VALUE, SPM_PERCENT, SPMY_PERCENT,  PARTITION_DATE FROM CHATBOT_KTDL_TARGETS_REVENUE WHERE PARTITION_DATE = '20240620' AND SERVICE_PK = 'CT_VDS_DT_TOTAL'"
CT_VDS_DT_DV_CT,"Tính đến ngày 20/06/2024, Doanh thu dịch vụ Chuyển tiền tăng trưởng bao nhiêu % so với 20/03/2024",Select SPQ_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_CT' and PARTITION_DATE = '20240620'
CT_VDS_DT_DV_TOTAL,"Tính đến ngày 20/06/2024, Doanh thu dịch vụ tăng trưởng bao nhiêu so với cùng kỳ quý năm trước",Select SPQY_DELTA From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TOTAL' and PARTITION_DATE = '20240620'
CT_VDS_DT_DV_TT_BH_XS_VIETLOTT_SMS,Tỷ lệ chênh lệch Doanh thu dịch vụ Thu hộ Vietlott SMS giữa ngày 20/06/2024 và ngày trước đó,Select SPD_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TT_BH_XS_VIETLOTT_SMS' and PARTITION_DATE = '20240620'
CT_VDS_DT_DV_TT_BH_XS_VIETLOTT_SMS,Doanh thu dịch vụ Thu hộ Vietlott SMS năm 2024,"Select YEAR_VALUE, SPY_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TT_BH_XS_VIETLOTT_SMS' and PARTITION_DATE = '20241231'"
CT_VDS_DT_DV_TCS,"Tính đến ngày 20/06/2024, Doanh thu dịch vụ Tài chính số tăng trưởng bao nhiêu % so với cùng kỳ quý trước",Select SPQ_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TCS' and PARTITION_DATE = '20240620'
CT_VDS_DT_DV_KHAC,"Tháng 06/2024, Doanh thu dịch vụ khác tăng trưởng bao nhiêu so với tháng 06/2023",Select SPMY_DELTA From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_KHAC' and PARTITION_DATE = '20240630'
CT_VDS_DT_DV_TCS,"Lũy kế tháng tính đến ngày 20/06/2024, Doanh thu dịch vụ Tài chính số là bao nhiêu","SELECT MONTH_VALUE, SPM_PERCENT, SPMY_PERCENT,  PARTITION_DATE FROM CHATBOT_KTDL_TARGETS_REVENUE WHERE PARTITION_DATE = '20240620' AND SERVICE_PK = 'CT_VDS_DT_DV_TCS'"
CT_VDS_DT_DV_TH_TC_BH,"Tính đến ngày 20/06/2024, Doanh thu dịch vụ Thu hộ tài chính & bảo hiểm tăng trưởng tháng bao nhiêu so với cùng kỳ năm trước",Select SPMY_DELTA From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TH_TC_BH' and PARTITION_DATE = '20240620'
CT_VDS_DT_DV_TT_BH_XS_VIETLOTT_SMS,Doanh thu dịch vụ Thu hộ Vietlott SMS quý 2 năm 2024,"Select QUARTER_VALUE, SPQ_PERCENT, SPQY_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TT_BH_XS_VIETLOTT_SMS' and PARTITION_DATE = '20240630'"
CT_VDS_DT_DV_TCS,"Tính đến ngày 20/06/2024, Doanh thu dịch vụ Tài chính số tăng trưởng bao nhiêu % so với cùng kỳ quý năm trước",Select SPQY_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TCS' and PARTITION_DATE = '20240620'
CT_VDS_DT_DV_TH_HEALTHCARE,Tình hình Doanh thu dịch vụ Thu hộ y tế của VDS tháng 06/2024,"SELECT MONTH_VALUE, SPM_PERCENT, SPMY_PERCENT,  PARTITION_DATE FROM CHATBOT_KTDL_TARGETS_REVENUE WHERE PARTITION_DATE = '20240630' AND SERVICE_PK = 'CT_VDS_DT_DV_TH_HEALTHCARE'"
CT_VDS_DT_DV_TH_HEALTHCARE,"Tính đến ngày 20/06/2024, Doanh thu dịch vụ Thu hộ y tế tăng trưởng tháng bao nhiêu so với 20/06/2023",Select SPQY_DELTA From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TH_HEALTHCARE' and PARTITION_DATE = '20240620'
CT_VDS_DT_DV_TH_WATER,"Tính đến ngày 20/06/2024, Doanh thu dịch vụ Thu hộ nước tăng trưởng bao nhiêu so với 20/03/2024",Select SPQ_DELTA From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TH_WATER' and PARTITION_DATE = '20240620'
CT_VDS_DT_DV_TH_PUBLIC_SERVICES,"Tháng 06/2024, Doanh thu dịch vụ Thu hộ Dịch vụ công tăng trưởng bao nhiêu so với tháng 05/2024",Select SPM_DELTA From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TH_PUBLIC_SERVICES' and PARTITION_DATE = '20240630'
CT_VDS_DT_DV_TH_EDUCATION,Doanh thu dịch vụ Thu hộ Giáo dục từ đầu năm tính đến hiện tại,Select sum(DAY_VALUE) From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_TH_EDUCATION' and PARTITION_DATE >= '20250101'
CT_VDS_DT_SMS_BANKING,Quý 2 năm 2024 Doanh thu dịch vụ SMS Banking tăng trưởng bao nhiêu so với quý 2 năm 2023,Select SPQY_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_SMS_BANKING' and PARTITION_DATE = '20240630'
CT_VDS_DT_DV_TT,Lũy kế tháng Doanh thu dịch vụ Thanh toán tính đến ngày 20/06/2024,"SELECT MONTH_VALUE, SPM_PERCENT, SPMY_PERCENT,  PARTITION_DATE FROM CHATBOT_KTDL_TARGETS_REVENUE WHERE PARTITION_DATE = '20240620' AND SERVICE_PK = 'CT_VDS_DT_DV_TT'"
CT_VDS_DT_DV_CREDIT_SCORE,"Tính đến ngày 20/06/2024, Doanh thu dịch vụ Chấm điểm khách hàng tăng trưởng bao nhiêu % so với cùng kỳ quý năm trước",Select SPQY_PERCENT From CHATBOT_KTDL_TARGETS_REVENUE Where SERVICE_PK = 'CT_VDS_DT_DV_CREDIT_SCORE' and PARTITION_DATE = '20240620'
CT_VDS_DT_DV_CREDIT_SCORE,Doanh thu dịch vụ Chấm điểm khách hàng từ ngày đầu tháng 06/2024 đến hết tháng là bao nhiêu?,"SELECT MONTH_VALUE, SPM_PERCENT, SPMY_PERCENT,  PARTITION_DATE FROM CHATBOT_KTDL_TARGETS_REVENUE WHERE PARTITION_DATE = '20240630' AND SERVICE_PK = 'CT_VDS_DT_DV_CREDIT_SCORE'"
